Show,Organization,Venue,Start,End,Email,Email Source,Address,City,State,Postal,Country,Website,Phone,Facebook,Instagram,Licensor/Source,Source URL,Date Type,Venue Type,First Seen
Roald Dahl's Matilda The Musical Jr,Brooklyn Heights Montessori School,Brooklyn Heights Montessori School,2027-05-12,2027-05-14,info@bhmsny.org,Production,"185 Court Street, Brooklyn, NY 11201",Brooklyn,NY,11201,US,http://bhmsny.org,7188585100,https://www.facebook.com/bhmsny/,https://www.instagram.com/bhmsny/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Disney's Frozen Jr,Platte River Academy Charter School,Connections Church - Our 2nd Campus,2027-05-12,2027-05-14,info@prak8.org,Production,"2121 Dad Clark Dr,, Highlands Ranch, CO 80126",Highlands Ranch,CO,80126,US,https://www.prak8.org/,(303) 221-1070,https://www.facebook.com/PlatteRiverAcademy/,https://www.instagram.com/platteriveracademy/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-19
Disney's Frozen Kids,Brentwood Elementary School,Brentwood Elementary School,2027-05-13,2027-05-13,brentwood@ghsd75.ca,Production,"95 Brentwood Dr West, Strathmore, AB T1P 1E3, CA",Strathmore,AB,T1P 1E3,CA,http://www.brentwood-school.com/,(403) 934-5013,https://www.facebook.com/ecole-Brentwood-Elementary-210258229153133/,https://www.instagram.com/brentwoodelementary/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Company,Main Street Productions Inc,Main Street Productions,2027-05-13,2027-05-23,info@westfieldplayhouse.org,Production,"P O Box 702 (mailing), 220 North Union, Westfield, IN 46074",Westfield,IN,46074,US,http://www.westfieldplayhouse.org,,https://www.facebook.com/WestfieldPlayhouse,https://www.instagram.com/WestfieldPlayhouse/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Come From Away,Palmer Opera House,Palmer Opera House,2027-05-13,2027-05-16,palmeroperahouse@gmail.com,Production,"12 W Main St, Cuba, NY 14727-1404",Cuba,NY,14727-1404,US,http://palmeroperahouse.com,5852095512,http://www.facebook.com/palmeroperahouse,http://instagram.com/the_palmer_cubany,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Disney's Descendants,Rockway Mennonite Collegiate,Rockway Mennonite Collegiate,2027-05-13,2027-05-15,info@rockway.ca,Production,"110 Doon Road, Kitchener, ON N2G 3C8, CA",Kitchener,ON,N2G 3C8,CA,http://www.rockway.ca,(519) 743-5209,https://www.facebook.com/pages/Rockway-Mennonite-Collegiate/109708292388486,https://www.instagram.com/rockwaymennonite/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Come From Away,Theatre Lab,Theatre Lab,2027-05-13,2027-05-16,boxoffice@theatrelab.org,Production,"900 Massachusetts Ave, Nw, 900 Massachusetts Ave, Nw, Washington, DC 20001",Washington,DC,20001,US,http://theatrelab.org,(202) 824-0449,https://www.facebook.com/theatrelabdc,https://www.instagram.com/theatrelabdc/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Roald Dahl's Matilda The Musical,Accolade Community Theatre,Plaza Theater,2027-05-14,2027-05-16,mfluellen@garlandtx.gov,Production,"521 W State St., Garland, TX 75040",Garland,TX,75040,US,https://garlandarts.com/3196/plaza-theatre,(972) 205-2780,,,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Annie,Alpha Players,James J Eagan Civic Center Theatre,2027-05-14,2027-05-23,boxoffice@florissantmo.com,Production,"#1 James Eagan Drive, Florissant, MO 63033",Florissant,MO,63033,US,http://www.florissantpac.com,3149215678,https://www.facebook.com/wix,https://instagram.com/wix,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Disney's Finding Nemo Kids,Delaware Township School,Delaware Township School,2027-05-14,2027-05-17,bmoore@dtsk8nj.org,Production,"501 Rosemont-ringoes Road, Sergeantsvillee, NJ 08557",Sergeantsvillee,NJ,8557,US,https://www.dtsk8.org/,(609) 397-3179,,,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Les Miserables School Edition,Garfield High School,Quincey Jones Performance Center,2027-05-14,2027-06-05,info@garfieldstage.org,Production,"400 23rd Ave, Seattle, WA 98122",Seattle,WA,98122,US,http://www.garfieldstage.org,,https://www.facebook.com/GarfieldSTaGe,https://www.instagram.com/garfielddrama,MTI,https://www.mtishows.com/shows,extended run,School,2026-08-18
Tick Tick Boom!,Lineage Performing Arts Center,Lineage Performing Arts Center,2027-05-14,2027-06-06,info@lineagepac.org,Production,"920 E. Mountain St., Pasadena, CA 91104",Pasadena,CA,91104,US,http://lineagepac.org,6268447008,https://www.facebook.com/lineagepac,https://www.instagram.com/lineagepac/,MTI,https://www.mtishows.com/shows,extended run,Non-Professional,2026-08-18
Disney's The Jungle Book Kids,Jubilee Performing Arts,Willard Middle School,2027-05-15,2027-05-15,carla.berman@lcps.org,Production,"40915 Braddock Rd, Aldie, VA 20105",Aldie,VA,20105,US,https://www.lcps.org/o/wms,(571) 367-4040,https://www.facebook.com/WillardLCPS/,https://www.instagram.com/willardlcps/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-26
The 25th Annual Putnam County Spelling Bee,Maltz Jupiter Theatre Institute,Goldner Conservatory,2027-05-15,2027-05-15,kcapozzoli@jupitertheatre.org,Production,"1001 East Indiantown Road, Jupiter, FL 33477",Jupiter,FL,33477,US,http://jupitertheatre.org,(561) 743-2666,https://www.facebook.com/MaltzJupiterTheatre/,https://www.instagram.com/maltzjupitertheatre/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Disney's Finding Nemo Jr.,The Cinday Academy,"Academy At Minds In Motion,the",2027-05-15,2027-05-28,director@academymustangs.com,Production,"11 Sycamore Creek Drive, Springboro, OH 45066",Springboro,OH,45066,US,http://www.cindayacademy.com,9377481991,https://www.facebook.com/TheCinDayAcademyPreK12,https://www.instagram.com/thecindayacademy/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Disney's The Little Mermaid,Bev Facey Community High School,Festival Place,2027-05-18,2027-05-21,festivalplaceboxoffice@strathcona.ca,Production,"100 Festival Way, Sherwood Park, AB T8A 5T2, CA",Sherwood Park,AB,T8A 5T2,CA,https://festivalplace.ca/,780-464-2852,https://www.facebook.com/FestivalPlaceSP,https://www.instagram.com/festivalplacesp,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Disney's Beauty And The Beast Jr,North Florida School Of Special Education,North Florida School Of Special Edu,2027-05-19,2027-05-20,info@northfloridaschool.org,Production,"233 Mill Creek Rd, Jacksonville, FL 32211",Jacksonville,FL,32211,US,http://www.northfloridaschool.org,(904) 724-8323,https://www.facebook.com/NorthFloridaSchoolofSpecialEducation/,https://www.instagram.com/nfsse_jax/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Newsies,Ctk Homeschool Group,Arthur Miller Theater,2027-05-20,2027-05-23,ruth.egherman@gmail.com,Production,"1226 Murfin Ave., Ann Arbor, MI 48105",Ann Arbor,MI,48105,US,http://www.a2ct.org,4089307591,https://www.facebook.com/annarborcivictheatre/,https://www.instagram.com/annarborcivictheatre/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Disney's High School Musical Jr.,Ps 87 Parents Association Inc,Ps 87 Afterschool,2027-05-20,2027-05-22,info@87afterschool.org,Production,"160 West 78th Street, New York, NY 10024",New York,NY,10024,US,http://www.87afterschool.org,,,,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Newsies,St Maurice School Inc,St. Maurice School Gymnasium,2027-05-20,2027-05-22,info@stmaurice.mb.ca,Production,"1639 Pembina Highway, Wiinnipeg Mb Canada, Winnipeg, MB R3T 2G6, CA",Winnipeg,MB,R3T 2G6,CA,http://www.stmaurice.mb.ca,2044524020,https://www.facebook.com/St-Maurice-School-Winnipeg-108063021155126,https://www.instagram.com/smswpgofficial,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Seussical Jr.,St Paul Of The Cross School,St Paul Of The Cross School,2027-05-20,2027-05-21,wboersma@spc-school.net,Production,"140 S. Northwest Hwy., Park Ridge, IL 60068",Park Ridge,IL,60068,US,http://www.spc-school.net,(847) 825-6366,,,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-27
Disney's Alice In Wonderland Jr.,Compass Community,Stage Oconee,2027-05-21,2027-05-22,admin@thestageoconee.com,Production,"560 Jerry Smith Dr, Watkinsville, GA 30677-2784",Watkinsville,GA,30677-2784,US,https://www.thestageoconee.com/,706-705-1744,https://www.facebook.com/TheStageOconee,https://www.instagram.com/thestageoconee/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Cyrano de Bergerac (Crimp),Ethel M. Barber Theater,Ethel M. Barber Theater,2027-05-21,2027-05-30,dear-soc@northwestern.edu,Production,"30 Arts Circle Drive, Evanston, IL",Evanston,IL,,US,http://www.wirtz.northwestern.edu,(847) 491-3741,,,CONCORD,https://www.concordtheatricals.com/p/94810/cyrano-de-bergerac-crimp,performance run,Amateur,2026-08-18
JOB,Maumee Indoor Theater,Maumee Indoor Theater,2027-05-21,2027-05-23,mailtoemail@watervilleplayshop.org,Production,"601 Conant Street, Maumee, OH",Maumee,OH,,US,http://www.watervilleplayshop.org,,https://www.facebook.com/WatervillePlayshop/,,CONCORD,https://www.concordtheatricals.com/p/97057/job,performance run,Amateur,2026-08-18
Disney's The Little Mermaid,Royal River Community Players,The Playhouse,2027-05-21,2027-05-30,admin@royalrivercommunityplayers.com,Production,"305 Us Route 1, Yarmouth, ME 04096-6949",Yarmouth,ME,04096-6949,US,https://www.royalrivercommunityplayers.com,(207) 847-8172,https://www.facebook.com/RoyalRiverCommunityPlayers,https://www.instagram.com/royalrivercommunityplayers/#,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
A Little Night Music,Opera Theatre Of Saint Louis,Opera Theatre Of Saint Louis,2027-05-22,2027-06-26,boxoffice@opera-stl.org,Production,"210 Hazel Avenue, Saint Louis, MO 63119",Saint Louis,MO,63119,US,http://www.opera-stl.org,(314) 961-0171,https://www.facebook.com/operatheatre,https://www.instagram.com/operatheatrestl/,MTI,https://www.mtishows.com/shows,extended run,Professional,2026-08-18
Come From Away,Parkside Players,Parkside Players,2027-05-22,2027-06-06,theparksideplayers@yahoo.com,Production,"Grace Lutheran Church, 103-15 Union Turnpike, Forest Hills, NY 11375",Forest Hills,NY,11375,US,http://www.parksideplayers.com,(646) 847-9429,https://www.facebook.com/parkside.playersGLC/,,MTI,https://www.mtishows.com/shows,extended run,Non-Professional,2026-08-18
Legally Blonde Jr.,Monsignor Paul Dwyer Catholic High School,Monsignor Paul Dwyer Chs,2027-05-24,2027-06-05,monsignorpauldwyercss@dcdsb.ca,Production,"700 Stevenson Road North, Oshawa, ON L1J 5P5, CA",Oshawa,ON,L1J 5P5,CA,http://pauldwyer.dcdsb.ca,(905) 723-5255,,,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Tick Tick Boom!,Acrosstown Repertory Theatre,Acrosstown Repertory Theatre,2027-05-27,2027-06-20,info@acrosstown.org,Production,"Po Box 141021, Gainesville, FL 32611",Gainesville,FL,32611,US,http://acrosstown.org,352-234-6278,https://www.facebook.com/acrosstowntheatre/,https://www.instagram.com/acrosstowntheatre/,MTI,https://www.mtishows.com/shows,extended run,Non-Professional,2026-08-18
Les Miserables,Cote Saint Luc Dramatic Society,Harold Greenspon Auditorium,2027-05-27,2027-06-20,csldramaticsociety@gmail.com,Production,"5801 Cavendish Blvd., C--te Saint-luc, QC H4W 1A6, CA",C--te Saint-luc,QC,H4W 1A6,CA,http://csldramaticsociety.com,(514) 485-6800,https://www.facebook.com/profile.php,https://instagram.com/csldramaticsociety,MTI,https://www.mtishows.com/shows,extended run,Non-Professional,2026-08-18
Bonnie And Clyde,Gretna Theatre,Mount Gretna Playhouse,2027-05-27,2027-06-06,michael@gretnatheatre.org,Production,"200 Pennsylvania Avenue, Mount Gretna, PA 17064",Mount Gretna,PA,17064,US,http://www.gretnatheatre.com,(717) 964-3627,https://www.facebook.com/GretnaTheatre,https://www.instagram.com/gretnatheatre,MTI,https://www.mtishows.com/shows,performance run,Professional,2026-08-18
The Lightning Thief: Theatre for Young Audiences Edition,Academy of Music Theatre,Academy of Music Theatre,2027-05-28,2027-05-29,boxoffice@aomtheatre.com,Production,"274 Main Street, Northampton, MA",Northampton,MA,,US,http://www.aomtheatre.com,(413) 584-9032,https://www.facebook.com/academyofmusictheatre,https://www.instagram.com/aomtheatre/,CONCORD,https://www.concordtheatricals.com/p/94131/the-lightning-thief-theatre-for-young-audiences-edition,performance run,Amateur,2026-08-18
The Music Man,Family Education Days,Faith Bible Church,2027-05-28,2027-05-29,info@faithbible.com,Production,"1437 W Pleasant Run Rd, Desoto, TX 75115",Desoto,TX,75115,US,http://www.faithbible.com,(972) 223-0000,https://www.facebook.com/faithbiblech/,https://www.instagram.com/faithbibledesoto/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-25
Daddy Long Legs,Ft Peck Fine Arts Council,Ft Peck Summer Theatre,2027-05-28,2027-06-06,fptheatre.1934@gmail.com,Production,"201 Missouri, Fort Peck, MT 59223",Fort Peck,MT,59223,US,http://www.fortpecktheatre.org,406.228.9216,https://l.facebook.com/l.php,,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-22
Clue,Roger Rocka's Dinner Theater,Roger Rocka's Dinner Theater,2027-05-28,2027-07-18,info@gcplayers.com,Production,"1226 N Wishon Ave, Fresno, CA",Fresno,CA,,US,http://www.rogerrockas.com,(559) 266-9494,https://www.facebook.com/rogerrockas,https://www.instagram.com/rogerrockasfresno,CONCORD,https://www.concordtheatricals.com/p/98692/clue,extended run,Amateur,2026-08-18
Roald Dahl's Matilda The Musical Jr,Long And Mcquade Richmond Hill,Long And Mcquade Music Hall,2027-05-29,2027-05-29,richmondhilllessons@long-mcquade.com,Production,"10 Via Renzo Drive, Richmond Hill, ON L4S 0B6, CA",Richmond Hill,ON,L4S 0B6,CA,https://www.long-mcquaderichmondhilllessons.com/musichall,(905) 787-2090,https://www.facebook.com/LongMcQuade/,https://www.instagram.com/longandmcquade/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Disney's Beauty And The Beast Jr,Kwayhquitlum Middle School,Kwayhquitlum Middle School,2027-05-31,2027-06-04,information@sd43.bc.ca,Production,"3280 Flint St, Port Coquitlam, BC V3B4J2, CA",Port Coquitlam,BC,V3B4J2,CA,https://www.sd43.bc.ca/school/kwayhquitlum/pages/default.aspx#/=,(604) 939-9201,http://www.facebook.com/sd43bc,https://www.instagram.com/schooldistrict43/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Disney's Descendants,Matchbox Childrens Theatre,Paramount Theatre,2027-06-04,2027-06-06,info@austinareaarts.org,Production,"125 4th Avenue Ne, Austin, MN 55912",Austin,MN,55912,US,https://www.austinareaarts.org/,(507) 434-0934,https://www.facebook.com/austinareaarts,https://www.instagram.com/austinareaarts,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-26
Honk! Jr,Pierrepont Elementary School,Pierrepont Elementary School,2027-06-04,2027-06-06,registration@rutherfordschools.org,Production,"70 E Pierrepont Ave, Rutherford, NJ 07070",Rutherford,NJ,7070,US,http://rutherfordschools.org,(201) 438-7675,https://www.facebook.com/rutherfordpublicschools,https://www.instagram.com/rutherfordpublicschools/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-27
Peter Pan Jr,Porchlight Players Ltd,Lundgren Amphitheater,2027-06-07,2027-06-07,info@porchlightplayers.com,Production,"789 Valley Road, Gypsum, CO 81631",Gypsum,CO,81631,US,http://www.porchlightplayers.com,(970) 376-5718,https://www.facebook.com/porchlightplayers/,https://www.instagram.com/explore/tags/porchlightplayers/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Lionel Bart's Oliver!,Belleville Theatre Guild,Pinnacle Playhouse,2027-06-08,2027-06-27,membership@bellevilletheatreguild.ca,Production,"256 Pinnacle Street, Belleville, ON K8N 3B1, CA",Belleville,ON,K8N 3B1,CA,http://bellevilletheatreguild.ca,,https://www.facebook.com/BellevilleTheatreGuild1951,https://www.instagram.com/bellevilletheatreguild/,MTI,https://www.mtishows.com/shows,extended run,Non-Professional,2026-08-18
Madagascar-a Musical Adventure Kids,Cadence Theatre Company,Midlothian Middle School,2027-06-10,2027-06-10,mdms_mail@ccpsnet.net,Production,"13501 Midlothian Turnpike, Midlothian, VA 23113",Midlothian,VA,23113,US,https://midlothianms.oneccps.org/,,,,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Disney's The Lion King Jr,Penguin Project Of Central Wisconsin,Uw Center For Civic Engagement,2027-06-10,2027-06-12,admiss@uwsp.edu,Production,"625 Stewart Ave, Wausau, WI 54401-4563",Wausau,WI,54401-4563,US,https://www.uwsp.edu/wausau/,(715) 346-0123,https://www.facebook.com/UWSPWausau/,https://www.instagram.com/uwspwausau/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Tick Tick Boom!,K And E Theater Group,The Blue Room At Cityspace,2027-06-11,2027-06-19,hello@cityspaceeasthampton.org,Production,"43 Main Street, Easthampton, MA 01027",Easthampton,MA,1027,US,http://cityspaceeasthampton.org,(413) 282-7705,https://www.facebook.com/cityspace413/,https://www.instagram.com/cityspace413/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
